comment,classification
similar to previous fake image,0
similar to other fake image,0
Mad,0
"Main thing I 
",0
Atty ,0
"head to big
",2
left hand seems too long from wrist to fingers,"3,6"
fingers and fingernails look odd,"3,6"
text on plaque looks normal,0
text is mostly jiberish; fingers are not normal and on left hand seems to have invalid topology with edge of whiteboard,"3,6"
text looks good and hands/fingers are normal,0
fingers are wrong; poses also look unnatural for the two children squatting,"3,6"
hands and feet look garbled (and lighting/shadows/edges are wrong on these features as well),"3,4"
man's left ear seems to me missing,6
all the text looks normal and the fingers/hands are good,0
text and fingers,"6,9"
"lots of distortions on the figure, and text is wrong","3,6"
"fingertips, watch face, left ear of central figure","6,9"
image,0
the pose looks unnatural,7
skin texture is bad,1
uncanny smiles,7
"if wind blowing hair, it should disturb person with shortsleeve shirt","3,9"
"The style was like another image that was fake
","5,0"
the style is like other AI generated images,5
the style is like other AI generated images,5
Lightings differ. The left hand of the girl child is oddly sized. ,"3,4"
Black women in Chinese outfits. Looks creative. ,8
The boy has three fingers....ALIEN!!!!,3
odd sized thumb :D,"3,6"
Unnatural lighting and body proportions,"4,3"
the position of the hands and the movement,"3,9"
"finger hand holding the microphone, and left eye","6,9"
the fingers of the persons,"6,9"
The fingers don't end properly.,"3,6"
The bridge on his glasses don't join up.,"6,9"
One of the ears are weird and some of the strings on the racket meld together.,"3,9"
The fingers are wrong.  The microphone doesn't join up.,"3,9"
"Weird hand texture, ear has a blob on it","3,6"
"Weird fingers, the dress is strange/fabric doesn't look right.","3,8"
Fingers are disformed,3
Fingers are disformed,3
Disformed fingers,3
Kids arm is weird.,3
So many disfigurations.,"3,6"
Fingers are wrong.,"3,6"
Hands are disfigured.,3
Hands are disfigured.,3
Disfigured hands.,3
"Fingers are weird, head is squashed.","3,6"
"Too many fingers, extra hand","3,6"
They are sitting on nothing,9
wide ahh hands,"6,9"
alien language on the wall,8
cobweb necklace,0
Bombs are not allowed,0
strange face structure,"2,6"
the backrooms aren't real,8
her head is floating,"3,9"
goofy ahh shirt,0
theyv wouldn't sti Infront of the stairs and the dad to were a helmet,0
my friends told me,0
optik,0
Hands and mic,"3,9"
hands and nose unnormal,"3,6"
because hayat water,0
"huge bird behind subject, strange light between leaves","3,4"
Necklace interrupted,0
wrong hand,3
shadows on the dorr not realistic,4
something strange in behind,0
"Too many fingers, neverending pocket, impossible to hold a rabbit like that with a single finger holding a paw","3,9"
"Head too big, too many fingers","3,6"
strange hands,"3,6"
"Too hairbrushed face and hair, strange creases of the lab coat","5,1"
dustbin looks deformed,"3,6"
"head too big, wrong fingers","2,6"
gibberish on the whiteboard,8
the shirt of the girl has some wrong wrinkles and her left leg is an inunnaturla position,"3,6"
something strange on cheeks,"2,6"
the shadow is on the front but should be on the right (as the sun is on the left),"4,9"
Girl finger ,"3,6"
เพราะมีความละเอียดของภาพค่อนข้างมาก,"1,5"
the right hand seems unnatural. The shirt with the tie is not suitable with the military jacket,"3,8"
ภาพคนเกินจริง,7
left hand of the standing woman is wrong,"3,6"
นิ้วมือแปลกจากความจริง,"6,9"
It's look like editing and not real,5
Cuz its look like editing and its look like a fake.,"5,7"
the inclination  of the bouquet of the girl on the left seems innatural,"3,9"
"The boundary of the girl, the eyes of the kid, the white man.","2,6"
Its look like a real life,0
"It seems a drawing, jot a photo.","1,5"
It’s the same real,0
It's look like face,0
I think its fake but that's form AI.,"5,10"
This is a synthetic image produced by AI,5
Some details seem drawn,5
Color and proportions look strange,"1,6"
The hands have six fingers.,3
It seems a stock composition.,0
It seems a drawing.,"1,5"
It seems real,0
It seems photoshopped ,5
Nothing strange.,0
The boundaries of the man seem fake.,7
hands in pocket not showing outline,"3,9"
"tie design, stethoscope, ears",0
The chest does not look right,3
"Melting face, wrong position of chair´s legs and clock´s numbers and board´s letter are incoherent","3,4,8"
Excess of blurring,"1,5"
specially incoherent letters,0
details seems fake,0
eyes wrong,"2,6"
excess of brightness,"4,9"
The back of the pictures looks familiar,0
Text on whiteboard,0
Quite perfect man,0
Reflexions,4
It looks like took by a profesional photographer,"1,4"
"It is not a clear image, it looks a little blurry",1
"The people in the background of the image



",0
I know Obama likes hamburguers,0
"Not perfect people, but perfect hands :)","6,9"
"Objects on the table, clock, hands...",0
too unrealistic,0
The left hand has 4 fingers and the microphone is weird,"3,6"
gibberish letters,0
its too perfect,0
its too obscure to be real,7
fy6th,0
theres no people in the background ,0
theres no people in the background ,8
"this is AI generated because her hair disapears because of the wall and jut looks really fake
","5,4"
thxcryhvc2,6
the man's ears,6
dh5,0
"her face is not realistic
","2,7"
the picture is blurd,1
r6ugvjh,0
rg vht,0
"very naturalistic
",0
not a real unifrom,8
looks unrealistic,7
nice family photo,0
they ook to glowy,5
reflctoin poor,"1,4"
Die Haut des Jungen spiegelt das Licht etwas zu sehr und die Falten der Kleidung sehen nicht natürlich aus.,"4,5"
artificial,5
Arm looks cropped ,"3,9"
"The shine on the face, looks doll like and arm is also layered on","2,5"
Faces look wrinkle less. ,6
Make up is too prefect,5
"The lobe of the ear, the face is too perfect","2,6"
Posture,0
The skin below her mouth is strange,3
No slice missing from the pizza,0
 nnn,0
the ears are asymmetrical,6
Reflex on laptop screen looks weird,"4,9"
fakeee fattie,0
chair too small,9
writing on the board is weird,8
the guy's glasses have different reflections,5
many fine details,0
sdf,0
Many elements of the background are misshapen,"3,9"
It’s cartoonish,"1,5"
The text is all correct ,0
Hands are bad,"3,6"
It looks creepy and the hands are bad,"7,3"
"There is a floating object on the sleeve and the look of hair, face, and background is fake","1,5"
The background is wrong,8
Just a hunch because of the e gestures,0
The white phone?,0
He has six fingere,"3,6"
Fingers ,"3,9"
Hairline and skin texture ,"1,6"
Hands and flag ,"3,8"
"Earrings, buttons, eyebrows ",6
"Hands, pockets, written words",0
"Fingers are weird, too sharp, looks like a video game character","3,6"
fluid faces in the background ,7
"Shoes are wrong, too sharp, weird gloves and shirt","1,5"
"Il viso della donna somiglia ma non troppo a quello di una famosa attrice Megan Markle. Lo sfondo non è realistico, i personaggi vi sono inseriti con spazi seduti forse su un divano che stride con la scala probabilmente all'aperto: lo sfondo è confuso. Gli sguardi dei quattro protagonisti sono ognuno direzionato in un punto diverso da un altro: nessuno guarda alla stessa altezza, sembra strano volendo essere questa una foto di gruppo.","2,4,8"
"hand are messed up, also the trousers, they're sitting on air (could be real but staged)","3,9"
"Il braccio della signora che passa dietro la schiena del ragazzo per poi ricomparire sulla spalla di questo ha uno posa del tutto innaturale, e la luce sui due visi arriva molto differentemente, anche se sono rivolti nella medesima direzione, considerato che le diverse altezze non influirebbero sull'incidenza della forte luce che illumina il ragazzo, più altro della signora.","3,4"
Il pavimento non è piano,0
"Non si capisce cosa sia quel materiali sul lato dx
",0
Mi convince sembrano tutti presi da un medesimo punto focale,0
"Sì, è reale",0
"Le tache sul vetro del casco sono dipinte, e dovrebbero essere luminose",5
"Sì, è reale",0
Il viso della donna è plasticoso: è truccata e ha un occhio che sembra malato. Se fa l'astronauta deve vederci bene,"2,6"
"Sì, è reale",0
Il casco andrebbe a sovrapporsi a un cappello ...,0
Sembra la famiglia di Martin Luther King,0
Sempre lo sguardo: non convince,0
I dettagli non sono accurati: all'astronauta di sx manca un occhio praticamente,"2,6"
Six fingers on the hand.,3
The left foot on one of the boys looks wrong.,3
Those eyes looks too perfect.,"2,6"
Missing thumb.,3
Looks too perfect.,5
The text looks wrong.,0
Artifact in hands.,"3,9"
Three hands.,3
Looks weird.,0
"Smooth skin, diffuse light on faces","1,4"
The shape of the bottle looks suspicious.,0
very synthetic look of the cloth,5
the fingers look deformed and the girl in the background is levitating,"3,9"
the chin and the cloth look very artificial,"1,5"
the fingers are creepy,"3,6"
the cord dissapears nowhere,9
The buttonholes are missing,0
The girl on the right has very old looking hands for her age. The hands look creepy.,"3,6"
the hand at the mug is creepy,"3,7"
Her right ear?,"2,6"
Girl in pale blue sweater looks unfamiliar for the cast of actors depicted?,"7,8"
Head seems too big for the helmet?,"2,6"
Going on instinct here. Diversity of faces that aren’t perfectly symmetrical?,"2,6"
"Kid's clothes shadows are wrong, sitting man hand has too many fingers.","1,3"
Lady's right hand is holding microphone in a strange way,"3,6"
Hands and fingers have unreal size and position,"3,6"
"Hands, shirt",0
Head is too big,"2,6"
"Microphone, finger, text",0
Fingers and hands are not realistic and there are strange wrinkles on right lady's face,"3,6"
Necklace,0
"Fingers are fake, all skin details are too smooth, hair has not realistic curls","3,5"
Glasses,6
"Left side people fingers are strange, pants have strange shadows","3,4"
Hands are wrong,"3,6"
"Capelli innaturali, sembrano disegnato sullo sfondo , la mano. Sul.camice non ha profondità ","1,5"
The hand looks strange and the leash melts into the man's clothes,"3,4"
Hands are just not right,"3,6"
"The lights are not real, the bucket looks funny","4,9"
The hand,"3,9"
The guy has three hands,3
Fingers look funny; face too perfect,"3,6"
"Unsure, but the outline of the person seems more pixelated than the rest of the image.",5
It makes no sense,0
Fingers and nails look funny,"3,6"
"The skin looks too smooth on the face and neck. Also, no wrinkles around the eyes.","2,6"
He cannot possibly be holding a cup like that,"3,9"
Lighting not realistic,4
Hands are a mess,3
Hands are wrong,"3,6"
"There are multiple imperfections in the picture: the watch on the man, the middle woman's right hand, the other woman's right eye.  Also, the hair is weird on the middle woman's left shoulder.","2,3"
His body proportions look strange,"2,6"
Pizza slices do not add up,8
The creases at the corners of the person's mouth seem too deep. The fingers are messed up and aren't proportional either.,"2,6"
"He has 6 fingers, her necklace looks strange","3,6"
Her gingers,6
"The fingers, left ear, notebook, watch, and handkerchief don't look right. ","3,6"
Hands and mic cord are wrong,"3,9"
"Two of the arms disappear and are discontinued in places that don't make sense.
Other minor issues: pizza in space, small stars in front of a planet, eyes.","3,8"
Hands aren't right.  There's a disembodied hand on the tall boy's left shoulder. ,"3,6"
The nose-bridge of the glasses are discontinuous.  There's something odd over the person's right ear.  The wrinkles/texture of the shirt and tie seem off.,"1,6"
"The hose is being held incorrectly, the fingers and arms are not anatomically correct, the hair doesn't look right.  There are issues with the clothing as well","2,3"
"The ears aren't right, the skin looks too smooth.","2,6"
"Between the woman's left thumb and forefinger, the toddler's left eye, the woman's left eye, and the boy's hands have flaws. Also, the woman's face looks too smooth.","2,3"
